"Timestamp","AHU_00_01-PIR2 Log","AHU_00_01-PIR2 Log","AHU_00_01-Sts Log","AHU_00_01-Enable Log"
"20/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:50:07 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:43:48 PM","1.00","1.00","0.00","0.00"
"20/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 10:01:14 PM","0.00","0.00","0.00","0.00"
"20/03/2020 9:55:59 PM","1.00","1.00","0.00","0.00"
"20/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 9:36:00 PM","0.00","0.00","0.00","0.00"
"20/03/2020 9:30:41 PM","1.00","1.00","0.00","0.00"
"20/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:15:59 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:10:30 PM","1.00","1.00","0.00","0.00"
"20/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:05:55 PM","0.00","0.00","0.00","0.00"
"20/03/2020 7:00:31 PM","1.00","1.00","0.00","0.00"
"20/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 6:36:47 PM","0.00","0.00","0.00","0.00"
"20/03/2020 6:36:10 PM","1.00","1.00","0.00","0.00"
"20/03/2020 6:31:30 PM","1.00","1.00","0.00","0.00"
"20/03/2020 6:27:52 PM","0.00","0.00","0.00","0.00"
"20/03/2020 6:22:31 PM","1.00","1.00","0.00","0.00"
"20/03/2020 6:21:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 6:06:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 5:51:10 PM","0.00","0.00","0.00","0.00"
"20/03/2020 5:45:03 PM","0.00","0.00","1.00","0.00"
"20/03/2020 5:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 5:21:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 5:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 5:04:37 PM","0.00","0.00","1.00","1.00"
"20/03/2020 4:59:08 PM","1.00","1.00","1.00","1.00"
"20/03/2020 4:51:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 4:48:53 PM","0.00","0.00","1.00","1.00"
"20/03/2020 4:40:12 PM","1.00","1.00","1.00","1.00"
"20/03/2020 4:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 4:21:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 4:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 3:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 3:28:35 PM","0.00","0.00","1.00","1.00"
"20/03/2020 3:21:10 PM","1.00","1.00","1.00","1.00"
"20/03/2020 3:19:00 PM","1.00","1.00","1.00","1.00"
"20/03/2020 3:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 2:51:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 2:50:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 2:45:00 PM","1.00","1.00","1.00","1.00"
"20/03/2020 2:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 2:21:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 2:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 1:51:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 1:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 1:21:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 1:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 12:51:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 12:36:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 12:21:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 12:06:10 PM","0.00","0.00","1.00","1.00"
"20/03/2020 11:51:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 11:36:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 11:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 11:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 10:51:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 10:36:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 10:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 10:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 9:51:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 9:41:13 AM","0.00","0.00","1.00","1.00"
"20/03/2020 9:36:10 AM","1.00","1.00","1.00","1.00"
"20/03/2020 9:35:16 AM","1.00","1.00","1.00","1.00"
"20/03/2020 9:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 9:13:15 AM","0.00","0.00","1.00","1.00"
"20/03/2020 9:06:45 AM","1.00","1.00","1.00","1.00"
"20/03/2020 9:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 8:52:12 AM","0.00","0.00","1.00","1.00"
"20/03/2020 8:51:10 AM","1.00","1.00","1.00","1.00"
"20/03/2020 8:46:58 AM","1.00","1.00","1.00","1.00"
"20/03/2020 8:36:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 8:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 8:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 7:51:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 7:36:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 7:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 7:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 6:51:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 6:36:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 6:21:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 6:06:10 AM","0.00","0.00","1.00","1.00"
"20/03/2020 6:00:11 AM","0.00","0.00","0.00","1.00"
"20/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 4:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 4:25:11 AM","0.00","0.00","0.00","0.00"
"20/03/2020 4:21:10 AM","1.00","1.00","0.00","0.00"
"20/03/2020 4:19:56 AM","1.00","1.00","0.00","0.00"
"20/03/2020 4:17:22 AM","0.00","0.00","0.00","0.00"
"20/03/2020 4:11:58 AM","1.00","1.00","0.00","0.00"
"20/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"20/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:21:21 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:21:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 10:15:55 PM","1.00","1.00","0.00","0.00"
"19/03/2020 10:15:07 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:09:40 PM","1.00","1.00","0.00","0.00"
"19/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 10:03:49 PM","0.00","0.00","0.00","0.00"
"19/03/2020 9:51:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:50:37 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:49:12 PM","0.00","0.00","0.00","0.00"
"19/03/2020 9:43:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:38:58 PM","0.00","0.00","0.00","0.00"
"19/03/2020 9:36:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:33:40 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 9:20:05 PM","0.00","0.00","0.00","0.00"
"19/03/2020 9:14:47 PM","1.00","1.00","0.00","0.00"
"19/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 8:51:28 PM","0.00","0.00","0.00","0.00"
"19/03/2020 8:51:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 8:44:56 PM","1.00","1.00","0.00","0.00"
"19/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 7:36:31 PM","0.00","0.00","0.00","0.00"
"19/03/2020 7:36:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 7:31:16 PM","1.00","1.00","0.00","0.00"
"19/03/2020 7:24:06 PM","0.00","0.00","0.00","0.00"
"19/03/2020 7:21:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 7:15:02 PM","1.00","1.00","0.00","0.00"
"19/03/2020 7:12:52 PM","0.00","0.00","0.00","0.00"
"19/03/2020 7:06:15 PM","1.00","1.00","0.00","0.00"
"19/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 6:36:10 PM","0.00","0.00","0.00","0.00"
"19/03/2020 6:21:58 PM","0.00","0.00","0.00","0.00"
"19/03/2020 6:21:10 PM","1.00","1.00","0.00","0.00"
"19/03/2020 6:16:36 PM","1.00","1.00","1.00","0.00"
"19/03/2020 6:12:06 PM","0.00","0.00","1.00","0.00"
"19/03/2020 6:11:52 PM","0.00","0.00","1.00","1.00"
"19/03/2020 6:06:10 PM","1.00","1.00","1.00","1.00"
"19/03/2020 6:05:23 PM","1.00","1.00","1.00","1.00"
"19/03/2020 5:51:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 5:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 5:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 5:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 4:55:31 PM","0.00","0.00","1.00","1.00"
"19/03/2020 4:51:10 PM","1.00","1.00","1.00","1.00"
"19/03/2020 4:50:23 PM","1.00","1.00","1.00","1.00"
"19/03/2020 4:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 4:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 4:19:43 PM","0.00","0.00","1.00","1.00"
"19/03/2020 4:14:16 PM","1.00","1.00","1.00","1.00"
"19/03/2020 4:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 3:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 3:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 3:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 2:51:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 2:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 2:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 2:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 1:51:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 1:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 1:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 1:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 12:51:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 12:36:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 12:21:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 12:06:10 PM","0.00","0.00","1.00","1.00"
"19/03/2020 11:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 11:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 11:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 11:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 10:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 10:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 10:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 10:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 9:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 9:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 9:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 9:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 8:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 8:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 8:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 8:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 7:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 7:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 7:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 7:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 6:51:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 6:36:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 6:21:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 6:06:10 AM","0.00","0.00","1.00","1.00"
"19/03/2020 6:00:01 AM","0.00","0.00","0.00","1.00"
"19/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 5:07:34 AM","0.00","0.00","0.00","0.00"
"19/03/2020 5:06:10 AM","1.00","1.00","0.00","0.00"
"19/03/2020 4:57:53 AM","1.00","1.00","0.00","0.00"
"19/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 4:47:24 AM","0.00","0.00","0.00","0.00"
"19/03/2020 4:42:00 AM","1.00","1.00","0.00","0.00"
"19/03/2020 4:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"19/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 6:36:10 PM","0.00","0.00","0.00","0.00"
"18/03/2020 6:22:52 PM","0.00","0.00","1.00","0.00"
"18/03/2020 6:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 6:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 5:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 5:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 5:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 5:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 4:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 4:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 4:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 4:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 3:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 3:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 3:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 2:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 2:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 2:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 2:17:05 PM","0.00","0.00","1.00","1.00"
"18/03/2020 2:11:53 PM","1.00","1.00","1.00","1.00"
"18/03/2020 2:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 1:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 1:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 1:21:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 1:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 12:51:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 12:36:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 12:22:35 PM","0.00","0.00","1.00","1.00"
"18/03/2020 12:21:10 PM","1.00","1.00","1.00","1.00"
"18/03/2020 12:17:23 PM","1.00","1.00","1.00","1.00"
"18/03/2020 12:06:10 PM","0.00","0.00","1.00","1.00"
"18/03/2020 11:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 11:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 11:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 11:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 10:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 10:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 10:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 10:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 9:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 9:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 9:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 9:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 8:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 8:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 8:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 8:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 7:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 7:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 7:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 7:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 6:51:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 6:36:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 6:21:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 6:06:10 AM","0.00","0.00","1.00","1.00"
"18/03/2020 6:00:01 AM","0.00","0.00","0.00","1.00"
"18/03/2020 5:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 5:36:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 5:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 5:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 4:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 4:38:18 AM","0.00","0.00","0.00","0.00"
"18/03/2020 4:36:10 AM","1.00","1.00","0.00","0.00"
"18/03/2020 4:32:30 AM","1.00","1.00","0.00","0.00"
"18/03/2020 4:32:26 AM","0.00","0.00","0.00","0.00"
"18/03/2020 4:26:39 AM","1.00","1.00","0.00","0.00"
"18/03/2020 4:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 4:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 3:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 3:36:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 3:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 3:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 2:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 2:36:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 2:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 2:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 1:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 1:36:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 1:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 1:06:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 12:51:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 12:36:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 12:21:10 AM","0.00","0.00","0.00","0.00"
"18/03/2020 12:06:10 AM","0.00","0.00","0.00","0.00"
"17/03/2020 11:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 11:36:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 11:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 11:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 10:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 10:36:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 10:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 10:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 9:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 9:36:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 9:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 9:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 8:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 8:36:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 8:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 8:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 7:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 7:36:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 7:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 7:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 6:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 6:38:26 PM","0.00","0.00","0.00","0.00"
"17/03/2020 6:36:10 PM","1.00","1.00","0.00","0.00"
"17/03/2020 6:32:19 PM","1.00","1.00","0.00","0.00"
"17/03/2020 6:21:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 6:06:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 5:51:10 PM","0.00","0.00","0.00","0.00"
"17/03/2020 5:45:11 PM","0.00","0.00","1.00","0.00"
"17/03/2020 5:36:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 5:23:01 PM","0.00","0.00","1.00","1.00"
"17/03/2020 5:21:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 5:06:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 4:56:59 PM","0.00","0.00","1.00","1.00"
"17/03/2020 4:51:10 PM","1.00","1.00","1.00","1.00"
"17/03/2020 4:46:38 PM","1.00","1.00","1.00","1.00"
"17/03/2020 4:36:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 4:21:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 4:06:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 3:51:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 3:36:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 3:21:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 3:06:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 2:51:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 2:36:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 2:21:10 PM","0.00","0.00","1.00","1.00"
"17/03/2020 2:06:10 PM","0.00","0.00","1.00","1.00"
